SalePrice;YearBuilt;Size(sqf);Floor;N_FacilitiesNearBy(Hospital);N_FacilitiesNearBy(Mall);N_FacilitiesNearBy(ETC);N_SchoolNearBy(University);N_FacilitiesInApt
216371;2007;868;15;1;1 ;0 ;2 ;10
501769;2007;1928;2;1;1 ;0 ;2 ;10
501769;2007;1928;3;1;1 ;0 ;2 ;10
194690;2006;910;10;1;1 ;1 ;2 ;5
162831;2005;914;8;2;1 ;5 ;4 ;7
123893;1993;914;4;2;1 ;5 ;5 ;4
168141;1993;1761;15;2;1 ;5 ;5 ;4
137168;2005;914;4;2;1 ;5 ;4 ;7
167256;2005;914;13;2;1 ;5 ;4 ;7
160176;2005;914;16;2;1 ;5 ;4 ;7
144247;2005;914;22;2;1 ;5 ;4 ;7
70796;1992;644;2;1;1 ;1 ;4 ;3
36814;1992;355;13;1;1 ;5 ;5 ;3
51327;1992;576;1;1;1 ;5 ;5 ;3
163716;2005;914;13;2;1 ;5 ;4 ;7
251769;2007;1419;21;2;2 ;0 ;2 ;4
203539;2007;1394;4;2;2 ;0 ;2 ;4
247787;2007;1394;13;2;2 ;0 ;2 ;4
221238;2007;1394;12;2;2 ;0 ;2 ;4
135398;2005;743;7;2;1 ;5 ;4 ;7
142920;2005;743;12;2;1 ;5 ;4 ;7
221238;2007;1394;14;2;2 ;0 ;2 ;4
221238;2007;1394;12;2;2 ;0 ;2 ;4
35398;1992;355;2;1;1 ;5 ;5 ;3
527433;2007;1928;28;1;1 ;0 ;2 ;10
159292;2006;903;9;1;1 ;2 ;1 ;4
215929;2007;868;24;1;1 ;0 ;2 ;10
115044;1978;903;9;2;1 ;0 ;2 ;3
115044;1986;1131;1;1;0 ;1 ;1 ;4
138053;1986;914;10;1;0 ;1 ;1 ;4
101769;1997;914;4;1;1 ;1 ;3 ;5
53982;1997;430;10;1;1 ;1 ;3 ;5
58407;1997;644;12;1;1 ;1 ;3 ;5
64601;1997;558;13;1;1 ;1 ;3 ;5
63716;1997;644;1;1;1 ;1 ;3 ;5
203707;2009;910;10;1;0 ;2 ;1 ;5
207044;2009;910;8;1;0 ;2 ;1 ;5
195566;2009;910;1;1;0 ;2 ;1 ;5
200522;2009;914;13;1;0 ;2 ;1 ;5
200522;2009;914;12;1;0 ;2 ;1 ;5
201672;2009;910;6;1;0 ;2 ;1 ;5
185840;2006;910;11;1;1 ;1 ;2 ;5
150442;2006;811;1;1;1 ;1 ;2 ;5
55752;1985;587;4;1;1 ;2 ;0 ;3
265486;2006;1437;29;1;1 ;0 ;2 ;5
161946;2006;818;13;1;1 ;0 ;2 ;5
223893;2007;1394;8;2;2 ;0 ;2 ;4
37168;1992;355;7;1;1 ;5 ;5 ;3
77876;1993;644;6;2;1 ;5 ;5 ;4
53097;1992;644;1;1;1 ;5 ;5 ;3
159292;2005;914;14;2;1 ;5 ;4 ;7
141592;2005;743;11;2;1 ;5 ;4 ;7
138938;2005;743;15;2;1 ;5 ;4 ;7
238938;2007;1366;14;2;2 ;0 ;2 ;4
209442;2007;1394;9;2;2 ;0 ;2 ;4
153097;2005;914;2;2;1 ;5 ;4 ;7
75221;1993;644;9;2;1 ;5 ;5 ;4
115044;1993;914;9;2;1 ;5 ;5 ;4
146017;1993;1451;6;2;1 ;5 ;5 ;4
154424;2005;914;8;2;1 ;5 ;4 ;7
157522;2008;829;11;1;1 ;0 ;2 ;8
110619;1993;914;7;2;1 ;5 ;5 ;4
92035;1993;644;9;2;1 ;5 ;5 ;4
152212;2005;914;22;2;1 ;5 ;4 ;7
225663;2007;1394;5;2;2 ;0 ;2 ;4
194690;1993;1761;5;2;1 ;5 ;5 ;4
123893;1993;914;17;2;1 ;5 ;5 ;4
110619;1993;914;19;2;1 ;5 ;5 ;4
123893;2005;743;4;2;1 ;5 ;4 ;7
157522;2005;914;20;2;1 ;5 ;4 ;7
36283;1992;355;10;1;1 ;5 ;5 ;3
128318;1986;914;6;1;0 ;1 ;1 ;4
168141;2006;903;1;1;1 ;2 ;1 ;4
148672;1986;1377;1;1;0 ;1 ;1 ;4
154867;1986;1131;11;1;0 ;1 ;1 ;4
191150;2007;868;11;1;1 ;0 ;2 ;10
243362;1986;1796;7;1;0 ;1 ;1 ;4
230088;1986;2092;13;1;0 ;1 ;1 ;4
448672;2007;1643;42;1;1 ;0 ;2 ;10
194318;2009;914;2;1;0 ;2 ;1 ;5
200318;2009;910;16;1;0 ;2 ;1 ;5
209132;2009;910;13;1;0 ;2 ;1 ;5
265442;2009;1160;19;1;0 ;2 ;1 ;5
203646;2009;910;16;1;0 ;2 ;1 ;5
200522;2009;914;19;1;0 ;2 ;1 ;5
262920;2009;1160;7;1;0 ;2 ;1 ;5
200522;2009;910;10;1;0 ;2 ;1 ;5
203646;2009;910;15;1;0 ;2 ;1 ;5
203646;2009;910;12;1;0 ;2 ;1 ;5
203646;2009;910;19;1;0 ;2 ;1 ;5
200522;2009;914;17;1;0 ;2 ;1 ;5
177433;2006;910;4;1;1 ;1 ;2 ;5
181415;2006;818;20;1;1 ;0 ;2 ;5
76991;1993;644;5;2;1 ;5 ;5 ;4
88495;1993;644;3;2;1 ;5 ;5 ;4
150442;1993;1451;8;2;1 ;5 ;5 ;4
213274;2007;1103;18;2;2 ;0 ;2 ;4
37168;1992;355;13;1;1 ;5 ;5 ;3
67256;1992;576;14;1;1 ;5 ;5 ;3
76548;1993;644;5;2;1 ;5 ;5 ;4
48672;1992;576;9;1;1 ;5 ;5 ;3
212389;2007;1394;5;2;2 ;0 ;2 ;4
168141;1993;1761;16;2;1 ;5 ;5 ;4
84070;1993;644;3;2;1 ;5 ;5 ;4
149557;2005;914;15;2;1 ;5 ;4 ;7
194690;2005;1184;13;2;1 ;5 ;4 ;7
161946;2005;914;11;2;1 ;5 ;4 ;7
84070;1992;914;3;1;1 ;1 ;4 ;3
90265;1993;644;15;2;1 ;5 ;5 ;4
128318;2005;743;2;2;1 ;5 ;4 ;7
164601;2005;914;21;2;1 ;5 ;4 ;7
221238;2007;1394;6;2;2 ;0 ;2 ;4
229203;2007;1419;8;2;2 ;0 ;2 ;4
203539;2005;1184;21;2;1 ;5 ;4 ;7
165486;2005;914;16;2;1 ;5 ;4 ;7
185840;1993;2337;11;2;1 ;5 ;5 ;4
415929;2007;1643;2;1;1 ;0 ;2 ;10
141592;1986;914;7;1;0 ;1 ;1 ;4
380530;2007;1519;26;1;1 ;0 ;2 ;10
448672;2007;1643;33;1;1 ;0 ;2 ;10
155752;2006;903;4;1;1 ;2 ;1 ;4
152654;2006;903;2;1;1 ;2 ;1 ;4
286194;2007;1643;2;1;1 ;0 ;2 ;10
153097;2006;903;7;1;1 ;2 ;1 ;4
201672;2009;910;6;1;0 ;2 ;1 ;5
203646;2009;910;17;1;0 ;2 ;1 ;5
265442;2009;1160;18;1;0 ;2 ;1 ;5
196389;2009;914;3;1;0 ;2 ;1 ;5
200522;2009;914;16;1;0 ;2 ;1 ;5
200522;2009;914;20;1;0 ;2 ;1 ;5
207044;2009;910;8;1;0 ;2 ;1 ;5
61946;1985;587;9;1;1 ;2 ;0 ;3
232743;2006;1149;23;1;1 ;0 ;2 ;5
265486;2006;1412;31;1;1 ;0 ;2 ;5
274336;2006;1743;8;1;1 ;0 ;2 ;5
196460;2006;914;18;1;1 ;0 ;2 ;5
87610;1993;644;14;2;1 ;5 ;5 ;4
221238;2007;1394;4;2;2 ;0 ;2 ;4
37610;1992;355;8;1;1 ;5 ;5 ;3
161061;2005;914;14;2;1 ;5 ;4 ;7
295575;2007;1394;19;2;2 ;0 ;2 ;4
34513;1992;355;4;1;1 ;5 ;5 ;3
81415;1993;644;7;2;1 ;5 ;5 ;4
150442;2005;914;9;2;1 ;5 ;4 ;7
135398;2005;743;7;2;1 ;5 ;4 ;7
119469;1993;914;11;2;1 ;5 ;5 ;4
121681;2005;743;1;2;1 ;5 ;4 ;7
147787;2005;914;3;2;1 ;5 ;4 ;7
56637;1992;576;9;1;1 ;5 ;5 ;3
161061;2005;914;17;2;1 ;5 ;4 ;7
141592;2005;743;10;2;1 ;5 ;4 ;7
362831;2007;1519;16;1;1 ;0 ;2 ;10
144247;1986;914;7;1;0 ;1 ;1 ;4
184070;1986;1377;4;1;0 ;1 ;1 ;4
203539;2007;868;22;1;1 ;0 ;2 ;10
153982;1986;1131;7;1;0 ;1 ;1 ;4
161061;1986;1131;9;1;0 ;1 ;1 ;4
149557;1986;1313;10;1;0 ;1 ;1 ;4
141592;1986;914;8;1;0 ;1 ;1 ;4
123893;1978;903;6;2;1 ;0 ;2 ;3
159292;1986;1131;12;1;0 ;1 ;1 ;4
176991;1986;1377;5;1;0 ;1 ;1 ;4
160176;2006;903;12;1;1 ;2 ;1 ;4
201672;2009;910;5;1;0 ;2 ;1 ;5
203646;2009;910;13;1;0 ;2 ;1 ;5
265442;2009;1160;15;1;0 ;2 ;1 ;5
198451;2009;914;9;1;0 ;2 ;1 ;5
207044;2009;910;9;1;0 ;2 ;1 ;5
201672;2009;910;5;1;0 ;2 ;1 ;5
203646;2009;910;11;1;0 ;2 ;1 ;5
200522;2009;914;10;1;0 ;2 ;1 ;5
198451;2009;914;7;1;0 ;2 ;1 ;5
203646;2009;910;15;1;0 ;2 ;1 ;5
200318;2009;910;14;1;0 ;2 ;1 ;5
198451;2009;914;6;1;0 ;2 ;1 ;5
198256;2009;910;9;1;0 ;2 ;1 ;5
198256;2009;910;8;1;0 ;2 ;1 ;5
203646;2009;910;10;1;0 ;2 ;1 ;5
200318;2009;910;12;1;0 ;2 ;1 ;5
192920;2006;910;6;1;1 ;1 ;2 ;5
119469;2006;636;1;1;1 ;1 ;2 ;5
57522;1985;587;7;1;1 ;2 ;0 ;3
199115;2006;914;17;1;1 ;0 ;2 ;5
150442;2006;818;7;1;1 ;0 ;2 ;5
184955;2006;914;2;1;1 ;0 ;2 ;5
137168;2005;914;21;2;1 ;5 ;4 ;7
154867;2005;914;16;2;1 ;5 ;4 ;7
233628;2007;1419;5;2;2 ;0 ;2 ;4
90707;1993;644;9;2;1 ;5 ;5 ;4
139823;2005;743;22;2;1 ;5 ;4 ;7
265486;2007;1448;31;2;2 ;0 ;2 ;4
176991;1993;1761;11;2;1 ;5 ;5 ;4
57522;1992;576;8;1;1 ;5 ;5 ;3
78318;1992;644;16;1;1 ;1 ;4 ;3
37168;1992;355;11;1;1 ;5 ;5 ;3
79646;1993;644;5;2;1 ;5 ;5 ;4
115044;1993;914;2;2;1 ;5 ;5 ;4
214159;2008;1167;19;1;1 ;0 ;2 ;8
164601;2005;914;12;2;1 ;5 ;4 ;7
135840;2005;743;4;2;1 ;5 ;4 ;7
79646;1992;644;9;1;1 ;1 ;4 ;3
161504;2008;829;4;1;1 ;0 ;2 ;8
172566;2005;1184;17;2;1 ;5 ;4 ;7
346017;2007;1387;26;1;1 ;0 ;2 ;10
208849;2007;868;25;1;1 ;0 ;2 ;10
416814;2007;1643;14;1;1 ;0 ;2 ;10
206194;2007;868;7;1;1 ;0 ;2 ;10
527433;2007;1928;21;1;1 ;0 ;2 ;10
141592;1986;914;2;1;0 ;1 ;1 ;4
194690;2007;868;5;1;1 ;0 ;2 ;10
362831;2007;1387;43;1;1 ;0 ;2 ;10
306194;2007;1387;26;1;1 ;0 ;2 ;10
223008;2007;868;20;1;1 ;0 ;2 ;10
283185;2007;1387;15;1;1 ;0 ;2 ;10
380530;2007;1519;28;1;1 ;0 ;2 ;10
442477;2007;1928;30;1;1 ;0 ;2 ;10
348672;2007;1387;43;1;1 ;0 ;2 ;10
207044;2009;910;5;1;0 ;2 ;1 ;5
199637;2009;910;3;1;0 ;2 ;1 ;5
200522;2009;914;19;1;0 ;2 ;1 ;5
197601;2009;910;2;1;0 ;2 ;1 ;5
265442;2009;1160;19;1;0 ;2 ;1 ;5
175221;2009;910;3;1;0 ;2 ;1 ;5
207044;2009;910;6;1;0 ;2 ;1 ;5
200318;2009;910;10;1;0 ;2 ;1 ;5
203646;2009;910;14;1;0 ;2 ;1 ;5
199637;2009;910;4;1;0 ;2 ;1 ;5
265442;2009;1160;13;1;0 ;2 ;1 ;5
265442;2009;1160;17;1;0 ;2 ;1 ;5
203646;2009;910;13;1;0 ;2 ;1 ;5
207044;2009;910;6;1;0 ;2 ;1 ;5
197601;2009;910;2;1;0 ;2 ;1 ;5
201566;2009;910;9;1;0 ;2 ;1 ;5
265442;2009;1160;14;1;0 ;2 ;1 ;5
262929;2009;1160;7;1;0 ;2 ;1 ;5
203646;2009;910;11;1;0 ;2 ;1 ;5
265442;2009;1160;12;1;0 ;2 ;1 ;5
265442;2009;1160;14;1;0 ;2 ;1 ;5
207044;2009;910;7;1;0 ;2 ;1 ;5
201566;2009;910;8;1;0 ;2 ;1 ;5
198451;2009;914;5;1;0 ;2 ;1 ;5
201566;2009;910;6;1;0 ;2 ;1 ;5
203646;2009;910;10;1;0 ;2 ;1 ;5
196185;2009;910;4;1;0 ;2 ;1 ;5
201566;2009;910;7;1;0 ;2 ;1 ;5
201566;2009;910;7;1;0 ;2 ;1 ;5
262929;2009;1160;9;1;0 ;2 ;1 ;5
191938;2009;1160;6;1;0 ;2 ;1 ;5
191938;2009;1160;5;1;0 ;2 ;1 ;5
191938;2009;1160;6;1;0 ;2 ;1 ;5
193769;2009;1160;20;1;0 ;2 ;1 ;5
193769;2009;1160;10;1;0 ;2 ;1 ;5
143212;2009;910;3;1;0 ;2 ;1 ;5
190106;2009;1160;3;1;0 ;2 ;1 ;5
190106;2009;1160;4;1;0 ;2 ;1 ;5
193769;2009;1160;11;1;0 ;2 ;1 ;5
190106;2009;1160;3;1;0 ;2 ;1 ;5
145628;2009;910;3;1;0 ;2 ;1 ;5
190106;2009;1160;4;1;0 ;2 ;1 ;5
191938;2009;1160;5;1;0 ;2 ;1 ;5
142592;2009;910;1;1;0 ;2 ;1 ;5
193769;2009;1160;11;1;0 ;2 ;1 ;5
188265;2009;1160;2;1;0 ;2 ;1 ;5
148707;2009;910;20;1;0 ;2 ;1 ;5
149619;2009;910;4;1;0 ;2 ;1 ;5
144115;2009;910;2;1;0 ;2 ;1 ;5
191938;2009;1160;8;1;0 ;2 ;1 ;5
149619;2009;910;4;1;0 ;2 ;1 ;5
147141;2009;910;5;1;0 ;2 ;1 ;5
188265;2009;1160;2;1;0 ;2 ;1 ;5
149619;2009;910;3;1;0 ;2 ;1 ;5
193769;2009;1160;20;1;0 ;2 ;1 ;5
191938;2009;1160;8;1;0 ;2 ;1 ;5
191938;2009;1160;9;1;0 ;2 ;1 ;5
201566;2009;910;6;1;0 ;2 ;1 ;5
207964;2009;1160;11;1;0 ;2 ;1 ;5
265442;2009;1160;12;1;0 ;2 ;1 ;5
175681;2009;910;3;1;0 ;2 ;1 ;5
212389;2009;1160;11;1;0 ;2 ;1 ;5
115044;2006;636;7;1;1 ;1 ;2 ;5
55752;1985;587;4;1;1 ;2 ;0 ;3
55752;1986;547;2;1;1 ;1 ;2 ;3
168141;2006;914;17;1;1 ;0 ;2 ;5
176991;2006;818;12;1;1 ;0 ;2 ;5
166371;2008;914;14;1;1 ;0 ;2 ;8
119469;2005;743;8;2;1 ;5 ;4 ;7
137168;1992;1448;14;1;1 ;1 ;4 ;3
112389;1993;914;4;2;1 ;5 ;5 ;4
116814;1993;914;5;2;1 ;5 ;5 ;4
260176;2007;1366;16;2;2 ;0 ;2 ;4
165486;2008;829;13;1;1 ;0 ;2 ;8
78761;1993;644;3;2;1 ;5 ;5 ;4
118584;1993;914;19;2;1 ;5 ;5 ;4
165486;2007;914;8;2;2 ;0 ;2 ;4
110619;1993;914;3;2;1 ;5 ;5 ;4
176991;2008;914;13;1;1 ;0 ;2 ;8
134513;1993;914;13;2;1 ;5 ;5 ;4
146017;2005;914;18;2;1 ;5 ;4 ;7
221238;2007;1366;4;2;2 ;0 ;2 ;4
149557;1986;1131;7;1;0 ;1 ;1 ;4
207964;2007;868;22;1;1 ;0 ;2 ;10
141592;1986;1377;2;1;0 ;1 ;1 ;4
144690;1986;914;5;1;0 ;1 ;1 ;4
176991;1986;1377;4;1;0 ;1 ;1 ;4
163716;2009;910;4;1;0 ;2 ;1 ;5
163716;2009;910;3;1;0 ;2 ;1 ;5
163716;2009;910;7;1;0 ;2 ;1 ;5
156637;2009;910;3;1;0 ;2 ;1 ;5
161238;2009;910;5;1;0 ;2 ;1 ;5
153097;2009;910;2;1;0 ;2 ;1 ;5
163716;2009;910;4;1;0 ;2 ;1 ;5
155309;2009;910;3;1;0 ;2 ;1 ;5
212389;2009;1160;10;1;0 ;2 ;1 ;5
159557;2009;910;3;1;0 ;2 ;1 ;5
209734;2009;1160;20;1;0 ;2 ;1 ;5
210619;2009;1160;20;1;0 ;2 ;1 ;5
157876;2009;910;2;1;0 ;2 ;1 ;5
207964;2009;1160;8;1;0 ;2 ;1 ;5
156194;2009;910;1;1;0 ;2 ;1 ;5
210265;2009;1160;9;1;0 ;2 ;1 ;5
203646;2009;910;18;1;0 ;2 ;1 ;5
123008;2003;907;8;1;1 ;1 ;3 ;5
173451;2006;811;17;1;1 ;1 ;2 ;5
168141;2006;914;1;1;1 ;0 ;2 ;5
261061;2006;1412;19;1;1 ;0 ;2 ;5
256637;2007;1366;13;2;2 ;0 ;2 ;4
254867;2007;1366;15;2;2 ;0 ;2 ;4
168761;2005;914;19;2;1 ;5 ;4 ;7
83628;1993;644;4;2;1 ;5 ;5 ;4
161946;2008;829;6;1;1 ;0 ;2 ;8
83628;1993;644;16;2;1 ;5 ;5 ;4
75221;1993;644;16;2;1 ;5 ;5 ;4
121238;1993;914;20;2;1 ;5 ;5 ;4
65486;1992;644;6;1;1 ;5 ;5 ;3
194690;2005;1184;13;2;1 ;5 ;4 ;7
93362;1993;644;13;2;1 ;5 ;5 ;4
107079;1992;914;12;1;1 ;1 ;4 ;3
57522;1992;576;15;1;1 ;5 ;5 ;3
169911;2005;914;11;2;1 ;5 ;4 ;7
160176;2005;914;4;2;1 ;5 ;4 ;7
166371;2005;914;19;2;1 ;5 ;4 ;7
159292;2005;914;16;2;1 ;5 ;4 ;7
86725;1993;644;12;2;1 ;5 ;5 ;4
122123;2005;743;1;2;1 ;5 ;4 ;7
36283;1992;355;8;1;1 ;5 ;5 ;3
192920;2007;914;28;2;2 ;0 ;2 ;4
64159;1992;576;3;1;1 ;5 ;5 ;3
169911;1993;1451;15;2;1 ;5 ;5 ;4
75221;1993;644;1;2;1 ;5 ;5 ;4
140265;2005;743;12;2;1 ;5 ;4 ;7
169026;2008;914;19;1;1 ;0 ;2 ;8
163716;2005;914;17;2;1 ;5 ;4 ;7
172566;2005;914;23;2;1 ;5 ;4 ;7
132743;1993;1451;15;2;1 ;5 ;5 ;4
123893;1993;914;19;2;1 ;5 ;5 ;4
238938;2007;868;22;1;1 ;0 ;2 ;10
286725;2007;1387;11;1;1 ;0 ;2 ;10
209734;2007;868;9;1;1 ;0 ;2 ;10
380530;2007;1519;20;1;1 ;0 ;2 ;10
207964;2007;868;16;1;1 ;0 ;2 ;10
318584;2007;1387;22;1;1 ;0 ;2 ;10
206194;2007;868;23;1;1 ;0 ;2 ;10
210265;2009;1160;6;1;0 ;2 ;1 ;5
208849;2009;1160;8;1;0 ;2 ;1 ;5
208849;2009;1160;5;1;0 ;2 ;1 ;5
207522;2009;1160;5;1;0 ;2 ;1 ;5
57964;1985;587;6;1;1 ;2 ;0 ;3
55752;1985;587;9;1;1 ;2 ;0 ;3
261061;2006;1437;29;1;1 ;0 ;2 ;5
234513;2006;1437;3;1;1 ;0 ;2 ;5
181415;2006;818;19;1;1 ;0 ;2 ;5
260176;2006;1437;16;1;1 ;0 ;2 ;5
123893;1993;914;23;2;1 ;5 ;5 ;4
199115;2007;1103;22;2;2 ;0 ;2 ;4
91150;1993;644;8;2;1 ;5 ;5 ;4
125663;2005;743;8;2;1 ;5 ;4 ;7
145486;2005;743;20;2;1 ;5 ;4 ;7
163716;1993;1451;19;2;1 ;5 ;5 ;4
147787;2005;743;19;2;1 ;5 ;4 ;7
165486;2008;829;13;1;1 ;0 ;2 ;8
131858;1993;914;21;2;1 ;5 ;5 ;4
123008;1993;914;12;2;1 ;5 ;5 ;4
236725;2007;1419;6;2;2 ;0 ;2 ;4
155752;2005;914;22;2;1 ;5 ;4 ;7
58407;1992;576;14;1;1 ;5 ;5 ;3
91592;1993;644;10;2;1 ;5 ;5 ;4
181415;1993;1288;19;2;1 ;5 ;5 ;4
124778;1993;914;15;2;1 ;5 ;5 ;4
176991;1993;1451;25;2;1 ;5 ;5 ;4
63716;1992;640;4;1;1 ;5 ;5 ;3
220796;2007;1103;30;2;2 ;0 ;2 ;4
106194;1992;914;6;1;1 ;1 ;4 ;3
122123;1993;914;9;2;1 ;5 ;5 ;4
60176;1992;576;11;1;1 ;5 ;5 ;3
219469;1993;2337;6;2;1 ;5 ;5 ;4
77876;1993;644;2;2;1 ;5 ;5 ;4
83185;1993;644;6;2;1 ;5 ;5 ;4
227433;2007;1103;22;2;2 ;0 ;2 ;4
90265;1993;644;15;2;1 ;5 ;5 ;4
64601;1992;640;8;1;1 ;5 ;5 ;3
92035;1993;644;3;2;1 ;5 ;5 ;4
128318;1993;914;11;2;1 ;5 ;5 ;4
162831;1986;1131;8;1;0 ;1 ;1 ;4
187610;2006;903;15;1;1 ;2 ;1 ;4
190265;1986;1377;3;1;0 ;1 ;1 ;4
128318;1978;903;11;2;1 ;0 ;2 ;3
428318;2007;1643;27;1;1 ;0 ;2 ;10
209734;1986;1377;10;1;0 ;1 ;1 ;4
203539;2007;868;11;1;1 ;0 ;2 ;10
428318;2007;1643;26;1;1 ;0 ;2 ;10
318584;2007;1387;10;1;1 ;0 ;2 ;10
141592;2009;910;12;1;0 ;2 ;1 ;5
161061;2009;910;10;1;0 ;2 ;1 ;5
207964;2009;1160;4;1;0 ;2 ;1 ;5
394690;2007;1444;25;1;1 ;0 ;1 ;5
317699;2007;1273;15;1;1 ;0 ;1 ;5
347787;2007;1334;14;1;1 ;0 ;1 ;5
327433;2007;1273;25;1;1 ;0 ;1 ;5
151327;2006;818;4;1;1 ;0 ;2 ;5
39380;1992;355;8;1;1 ;5 ;5 ;3
79646;1993;644;10;2;1 ;5 ;5 ;4
181415;1993;1288;9;2;1 ;5 ;5 ;4
174336;1993;1451;13;2;1 ;5 ;5 ;4
63716;1992;644;11;1;1 ;5 ;5 ;3
176991;2008;914;3;1;1 ;0 ;2 ;8
61946;1992;640;11;1;1 ;5 ;5 ;3
38053;1992;355;15;1;1 ;5 ;5 ;3
82300;1993;644;18;2;1 ;5 ;5 ;4
131415;1993;914;15;2;1 ;5 ;5 ;4
212389;2005;1184;14;2;1 ;5 ;4 ;7
63716;1992;576;8;1;1 ;5 ;5 ;3
168141;2005;914;12;2;1 ;5 ;4 ;7
123893;1993;914;11;2;1 ;5 ;5 ;4
95575;1993;644;19;2;1 ;5 ;5 ;4
62831;1992;576;14;1;1 ;5 ;5 ;3
66371;1992;640;15;1;1 ;5 ;5 ;3
35840;1992;355;11;1;1 ;5 ;5 ;3
193362;2007;914;29;2;2 ;0 ;2 ;4
164601;2008;829;9;1;1 ;0 ;2 ;8
124778;2005;743;2;2;1 ;5 ;4 ;7
232743;2007;868;18;1;1 ;0 ;2 ;10
215486;2007;868;25;1;1 ;0 ;2 ;10
103539;1978;903;3;2;1 ;0 ;2 ;3
237610;2007;868;21;1;1 ;0 ;2 ;10
242300;2006;1192;15;1;1 ;2 ;1 ;4
172566;1986;1131;8;1;0 ;1 ;1 ;4
146902;1986;914;7;1;0 ;1 ;1 ;4
346017;2007;1387;20;1;1 ;0 ;2 ;10
398230;2007;1519;22;1;1 ;0 ;2 ;10
202654;2007;868;18;1;1 ;0 ;2 ;10
78761;1997;644;9;1;1 ;1 ;3 ;5
83185;1997;644;13;1;1 ;1 ;3 ;5
68141;1997;558;9;1;1 ;1 ;3 ;5
92920;1980;1060;2;1;1 ;5 ;5 ;9
153097;2009;910;1;1;0 ;2 ;1 ;5
176991;2006;910;2;1;1 ;1 ;2 ;5
164601;2006;811;14;1;1 ;1 ;2 ;5
337168;2007;1273;26;1;1 ;0 ;1 ;5
360176;2007;1444;5;1;1 ;0 ;1 ;5
326548;2007;1334;5;1;1 ;0 ;1 ;5
383185;2007;1483;19;1;1 ;0 ;1 ;5
181858;2006;818;8;1;1 ;0 ;2 ;5
176991;2006;818;6;1;1 ;0 ;2 ;5
197345;2006;914;10;1;1 ;0 ;2 ;5
201327;1993;2337;8;2;1 ;5 ;5 ;4
78761;1993;644;8;2;1 ;5 ;5 ;4
107522;1992;914;12;1;1 ;1 ;4 ;3
173893;2005;914;20;2;1 ;5 ;4 ;7
83185;1993;644;20;2;1 ;5 ;5 ;4
172566;2008;914;10;1;1 ;0 ;2 ;8
36283;1992;355;4;1;1 ;5 ;5 ;3
96460;1993;644;17;2;1 ;5 ;5 ;4
53097;1992;576;1;1;1 ;5 ;5 ;3
92920;1993;644;12;2;1 ;5 ;5 ;4
180088;2005;914;21;2;1 ;5 ;4 ;7
172566;2008;914;11;1;1 ;0 ;2 ;8
194690;2007;868;5;1;1 ;0 ;2 ;10
333628;2007;1387;8;1;1 ;0 ;2 ;10
194690;2007;868;8;1;1 ;0 ;2 ;10
428318;2007;1643;22;1;1 ;0 ;2 ;10
323008;2007;1387;21;1;1 ;0 ;2 ;10
300000;2007;1387;13;1;1 ;0 ;2 ;10
141592;2006;857;4;1;1 ;2 ;1 ;4
192035;2007;868;10;1;1 ;0 ;2 ;10
76991;1997;644;8;1;1 ;1 ;3 ;5
75221;1997;644;14;1;1 ;1 ;3 ;5
209734;2009;1160;6;1;0 ;2 ;1 ;5
207079;2009;1160;4;1;0 ;2 ;1 ;5
197345;2006;910;13;1;1 ;1 ;2 ;5
337168;2007;1334;9;1;1 ;0 ;1 ;5
462831;2007;1690;25;1;1 ;0 ;1 ;5
476106;2007;1690;26;1;1 ;0 ;1 ;5
435398;2007;1690;8;1;1 ;0 ;1 ;5
317699;2007;1273;10;1;1 ;0 ;1 ;5
317699;2007;1273;12;1;1 ;0 ;1 ;5
196460;2006;914;14;1;1 ;0 ;2 ;5
79646;1993;644;8;2;1 ;5 ;5 ;4
143362;2005;743;12;2;1 ;5 ;4 ;7
106194;1993;914;1;2;1 ;5 ;5 ;4
212389;2007;1394;6;2;2 ;0 ;2 ;4
170796;2008;914;10;1;1 ;0 ;2 ;8
57079;1992;576;11;1;1 ;5 ;5 ;3
141592;2005;743;6;2;1 ;5 ;4 ;7
191150;1993;1451;20;2;1 ;5 ;5 ;4
150442;1993;914;16;2;1 ;5 ;5 ;4
216814;2008;1167;5;1;1 ;0 ;2 ;8
91592;1993;644;16;2;1 ;5 ;5 ;4
61946;1992;576;11;1;1 ;5 ;5 ;3
97345;1993;644;11;2;1 ;5 ;5 ;4
123893;1993;914;12;2;1 ;5 ;5 ;4
128318;2005;743;21;2;1 ;5 ;4 ;7
165929;1993;1451;4;2;1 ;5 ;5 ;4
38053;1992;355;10;1;1 ;5 ;5 ;3
168141;1993;1761;20;2;1 ;5 ;5 ;4
173451;2008;914;11;1;1 ;0 ;2 ;8
168584;2005;914;22;2;1 ;5 ;4 ;7
61946;1992;576;11;1;1 ;5 ;5 ;3
115044;1993;914;4;2;1 ;5 ;5 ;4
398230;2007;1519;24;1;1 ;0 ;2 ;10
176991;2006;903;9;1;1 ;2 ;1 ;4
163716;1986;1377;1;1;0 ;1 ;1 ;4
180973;2006;903;13;1;1 ;2 ;1 ;4
398230;2007;1643;33;1;1 ;0 ;2 ;10
318584;2007;1387;11;1;1 ;0 ;2 ;10
167256;2009;910;10;1;0 ;2 ;1 ;5
203539;2009;1160;3;1;0 ;2 ;1 ;5
175221;2009;910;18;1;0 ;2 ;1 ;5
